Era{0}: --------------------

Era{257}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000148, 1.000307)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(0.999966, 0.999933)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000039, 1.000071)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{258}: --------------------
(1.000006, 1.000002)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000119, 1.000232)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(0.999966, 0.999933)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000039, 1.000071)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{259}: --------------------
(1.000096, 1.000190)
(1.000129, 1.000254)
(1.000022, 1.000051)
(1.000119, 1.000232)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000039, 1.000071)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{260}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(1.000022, 1.000051)
(1.000119, 1.000232)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000039, 1.000071)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{261}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(1.000119, 1.000232)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999981, 0.999968)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{262}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(1.000119, 1.000232)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999981, 0.999968)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{263}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(0.999944, 0.999894)
(1.000033, 1.000062)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999981, 0.999968)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{264}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000059, 1.000108)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999981, 0.999968)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000061, 1.000128)

Era{265}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000024, 1.000054)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000011, 1.000018)
(0.999990, 0.999975)
(1.000019, 1.000041)
(1.000022, 1.000051)
(1.000064, 1.000129)

Era{266}: --------------------
(0.999992, 0.999975)
(0.999980, 0.999965)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000031, 1.000064)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000011, 1.000018)
(0.999990, 0.999975)
(1.000019, 1.000041)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{267}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000031, 1.000064)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000033, 1.000062)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(1.000011, 1.000018)
(0.999990, 0.999975)
(1.000019, 1.000041)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{268}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000031, 1.000064)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999994, 0.999985)
(1.000018, 1.000033)
(1.000019, 1.000041)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{269}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999985, 0.999976)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(1.000031, 1.000064)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999994, 0.999985)
(1.000018, 1.000033)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{270}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999994, 0.999985)
(1.000018, 1.000033)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{271}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999908, 0.999813)
(1.000023, 1.000049)
(0.999994, 0.999985)
(1.000018, 1.000033)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{272}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(1.000077, 1.000151)
(1.000023, 1.000049)
(1.000008, 1.000017)
(1.000018, 1.000033)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{273}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(1.000069, 1.000138)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000023, 1.000049)
(1.000008, 1.000017)
(1.000018, 1.000033)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{274}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000023, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{275}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000023, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{276}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000023, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{277}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(1.000036, 1.000068)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{278}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999969, 0.999943)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{279}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999974, 0.999944)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(1.000037, 1.000071)
(0.999937, 0.999879)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{280}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999974, 0.999944)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999997, 0.999997)
(0.999937, 0.999879)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000064, 1.000129)

Era{281}: --------------------
(0.999992, 0.999975)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999974, 0.999944)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999997, 0.999997)
(0.999937, 0.999879)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000032, 1.000069)

Era{282}: --------------------
(1.000027, 1.000053)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999974, 0.999944)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999997, 0.999997)
(0.999985, 0.999966)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000032, 1.000069)

Era{283}: --------------------
(1.000027, 1.000053)
(1.000023, 1.000044)
(0.999992, 0.999980)
(0.999974, 0.999944)
(1.000012, 1.000026)
(0.999992, 0.999987)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999997, 0.999997)
(0.999985, 0.999966)
(1.000025, 1.000049)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000032, 1.000069)

Era{284}: --------------------
(1.000027, 1.000053)
(1.000023, 1.000044)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999970, 0.999941)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999997, 0.999997)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000032, 1.000069)

Era{285}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999969, 0.999937)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{286}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000001, 1.000003)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999969, 0.999937)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{287}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(0.999974, 0.999947)
(1.000000, 1.000001)
(1.000042, 1.000081)
(0.999966, 0.999933)
(0.999977, 0.999951)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{288}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000027)
(0.999977, 0.999951)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{289}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000027)
(0.999977, 0.999951)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{290}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000027)
(0.999977, 0.999951)
(0.999985, 0.999966)
(1.000010, 1.000020)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999958, 0.999916)

Era{291}: --------------------
(1.000027, 1.000053)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000027)
(0.999977, 0.999951)
(0.999985, 0.999966)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(1.000009, 1.000018)

Era{292}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999985, 0.999966)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999994, 0.999988)

Era{293}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999985, 0.999966)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999994, 0.999988)

Era{294}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999985, 0.999966)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999977, 0.999954)
(0.999994, 0.999988)

Era{295}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999969, 0.999939)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{296}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999969, 0.999939)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999974, 0.999949)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{297}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999977, 0.999952)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(0.999969, 0.999939)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{298}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999983, 0.999968)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{299}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000021, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(0.999977, 0.999951)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{300}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{301}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(1.000042, 1.000081)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{302}: --------------------
(1.000007, 1.000013)
(0.999981, 0.999963)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(0.999986, 0.999970)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{303}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(0.999984, 0.999968)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{304}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(0.999995, 0.999988)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(0.999984, 0.999968)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000008, 1.000017)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{305}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(1.000012, 1.000026)
(0.999981, 0.999962)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(0.999984, 0.999968)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(0.999985, 0.999968)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{306}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999981, 0.999960)
(1.000022, 1.000043)
(1.000000, 1.000001)
(0.999984, 0.999968)
(1.000012, 1.000025)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999990, 0.999981)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{307}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999981, 0.999960)
(0.999997, 0.999993)
(1.000000, 1.000001)
(0.999984, 0.999968)
(0.999996, 0.999991)
(1.000024, 1.000047)
(1.000028, 1.000057)
(0.999999, 0.999998)
(1.000000, 0.999999)
(1.000009, 1.000018)
(0.999999, 0.999999)
(0.999998, 0.999998)
(0.999994, 0.999988)

Era{308}: --------------------
(1.000007, 1.000013)
(1.000017, 1.000034)
(0.999984, 0.999969)
(1.000010, 1.000019)
(0.999990, 0.999980)
(0.999991, 0.999981)
(0.999973, 0.999945)
(0.999981, 0.999960)
